Δ (ms),β(OBI) only,t(OBI) only,R² only,β(OBI) full,t(OBI) full,γ(Spread),t(Spread),δ(Vol),t(Vol),R² full,β retention,Sig
10,0.15997497565823562,263.28361455726196,0.04258267528827353,0.1611034360444529,266.23915115083514,-0.06969383997847876,-118.33580048591493,0.07159595433084588,42.16606083412653,0.0513175688147357,1.0070539806715024,✓
100,0.18532602724351682,210.7357423438929,0.0277050185081702,0.1865937012782117,212.64673483413142,-0.0767740332993149,-89.89400674285788,0.07670157479552318,31.151104647905534,0.032862131915663895,1.006840237464483,✓
1000,0.22085972175507215,115.31106002153109,0.008459339498458673,0.22136171478967748,115.54656685596137,-0.04862735515985666,-26.078933506288973,0.07512878290208438,13.975531097534374,0.008892880156434524,1.002272904405639,✓
5000,0.21096337978134003,52.25517838697158,0.0017489702967873333,0.20833411569295518,51.58861018821328,0.0291505704410155,7.416433972451963,0.1603628198820417,14.151567618846492,0.0020525568986566878,0.987536869711179,✓
